#'chr'	'start'	'end'	'SRX1070676_NT2_DRIPc-seq_rep_1.hg38.bw'	'SRX1070677_NT2_DRIPc-seq_rep_2.hg38.bw'	'SRX1070678_NT2_DRIP-seq_1.hg38.bw'	'SRX1070679_NT2_DRIP-seq_2.hg38.bw'	'SRX1070680_NT2_DRIP-seq_RNaseA.hg38.bw'	'SRX1070681_NT2_DRIP-seq_RNaseH.hg38.bw'	'SRX255721_NT2_DRIP-seq_1.hg38.bw'	'SRX255723_NT2_DRIP-seq_2_rep_1.hg38.bw'	'SRX255724_NT2_DRIP-seq_2_rep_2.hg38.bw'
chr1	114414000	114415000	0.29	0.11	0.65	0.5	0.55	0.66	0.52	0.63	0.25
chr1	114415000	114416000	0.24	0.29	0.67	0.93	2.08	0.99	0.65	0.97	0.45
chr1	114416000	114417000	0.42	0.53	0.97	0.66	1.58	0.55	0.43	0.89	0.68
chr1	114417000	114418000	0.47	0.3	0.93	0.79	0.97	0.33	0.2	0.46	0.29
chr1	114418000	114419000	0.3	0.06	1.48	0.76	1.72	0.33	0.67	0.96	0.8
chr1	114419000	114420000	0.71	0.88	2.35	0.78	1.77	1.41	0.52	0.17	0.11
chr1	114420000	114421000	0.98	0.5	0.89	0.65	1.43	0.32	0.28	0.47	0.65
chr1	114421000	114422000	1.54	0.64	0.73	0.41	1.33	0.46	0.58	0.85	0.46
chr1	114422000	114423000	1.42	1.14	0.86	0.54	0.87	1.05	0.52	0.71	0.32
chr1	114423000	114424000	1.1	0.65	0.27	0.43	1.21	0.44	0.28	0.73	0.93
chr1	114424000	114425000	1.23	0.98	0.53	0.33	0.64	0.63	0.59	0.86	0.81
chr1	114425000	114426000	1.18	1.05	0.56	0.25	0.34	0.68	0.1	0.96	0.58
chr1	114426000	114427000	0.96	0.9	0.4	0.82	0.79	0.64	0.56	0.78	0.85
chr1	114427000	114428000	0.96	0.89	0.61	0.31	1.25	0.32	0.3	0.31	0.78
chr1	114428000	114429000	0.51	0.78	0.59	0.05	0.68	0.54	0.25	0.85	0.71
chr1	114429000	114430000	0.4	0.36	0.41	0.0	0.55	0.54	0.3	0.45	0.58
chr1	114430000	114431000	0.55	0.29	1.24	0.3	0.93	0.22	0.47	0.56	0.65
chr1	114431000	114432000	0.59	0.36	0.17	0.35	0.23	0.61	0.35	0.41	0.62
chr1	114432000	114433000	0.0	0.06	0.48	0.12	0.22	0.15	0.37	0.77	0.21
chr1	114433000	114434000	0.12	0.06	0.24	0.37	0.55	0.64	1.42	0.74	0.74
chr1	114434000	114435000	0.12	0.0	0.18	0.17	0.09	0.12	0.45	0.32	0.66
chr1	114435000	114436000	0.06	0.0	0.32	0.24	0.95	1.51	0.61	0.3	0.29
chr1	114436000	114437000	0.12	0.06	0.45	0.21	0.73	0.68	0.41	0.31	0.26
chr1	114437000	114438000	0.12	0.06	0.38	0.33	0.52	0.33	0.16	0.38	0.51
chr1	114438000	114439000	0.05	0.06	0.34	0.0	1.08	0.78	0.44	0.57	0.53
chr1	114439000	114440000	0.0	0.06	0.35	0.28	0.81	0.53	0.22	0.18	0.73
chr1	114440000	114440674	0.0	0.0	0.4065281899109792	0.5637982195845698	0.6973293768545994	0.5400593471810089	0.34718100890207715	0.9169139465875371	0.5341246290801187
chr1	117881049	117882000	2.431125131440589	1.8937960042060988	0.5678233438485805	0.47318611987381703	0.1156677181913775	0.6529968454258676	0.3470031545741325	0.33648790746582546	0.1587802313354364
chr1	117882000	117883000	1.9	1.53	0.24	0.71	0.32	0.33	0.54	0.25	0.23
chr1	117883000	117884000	1.39	1.33	0.46	0.49	0.42	0.52	0.37	0.31	0.41
chr1	117884000	117885000	1.0	1.0	1.35	1.07	0.82	0.33	0.51	0.53	0.29
chr1	117885000	117886000	4.32	2.64	1.34	0.66	1.64	0.7	0.31	0.46	0.46
chr1	117886000	117887000	4.57	3.86	1.34	0.84	2.27	0.36	0.27	0.48	0.67
chr1	117887000	117888000	0.97	0.54	2.8	0.59	2.59	0.44	0.38	0.22	0.43
chr1	117888000	117889000	0.62	0.48	0.45	0.65	0.82	0.23	0.2	0.29	0.15
chr1	117889000	117890000	0.36	0.3	0.75	0.35	1.24	0.66	0.34	0.44	0.31
chr1	117890000	117891000	0.66	0.75	0.38	0.24	0.91	0.42	0.23	0.33	0.44
chr1	117891000	117892000	0.77	0.79	0.11	0.37	0.53	0.49	0.49	0.46	0.48
chr1	117892000	117893000	1.75	1.1	0.48	0.69	0.0	0.53	0.41	0.66	0.26
chr1	117893000	117894000	0.95	0.28	0.76	0.26	0.99	0.43	0.51	0.4	0.1
chr1	117894000	117895000	0.59	0.32	0.53	0.51	0.56	0.22	0.27	0.17	0.61
chr1	117895000	117896000	0.65	0.68	0.29	0.3	0.53	0.23	0.66	0.42	0.44
chr1	117896000	117897000	0.53	0.52	0.64	0.18	0.79	0.33	0.54	0.5	1.0
chr1	117897000	117898000	0.35	0.26	0.59	0.52	0.48	0.43	0.3	0.48	0.36
chr1	117898000	117899000	0.89	0.78	0.36	0.46	0.42	0.39	0.4	0.34	0.4
chr1	117899000	117900000	0.9	0.88	1.35	1.73	0.6	1.33	1.08	0.84	0.51
chr1	117900000	117901000	0.39	0.3	0.71	1.0	0.66	0.23	0.31	0.81	0.79
chr1	117901000	117902000	1.32	0.85	0.74	2.13	1.38	0.21	0.45	0.84	1.16
chr1	117902000	117903000	3.36	2.22	0.38	1.73	1.36	0.76	0.62	1.01	0.9
chr1	117903000	117904000	3.76	2.13	0.6	1.55	1.36	0.33	0.52	0.6	0.93
chr1	117904000	117905000	2.89	1.95	4.75	1.37	4.24	0.6	0.62	0.98	1.11
chr1	117905000	117906000	4.92	3.65	4.85	1.98	4.59	0.49	0.89	1.18	0.88
chr1	117906000	117907000	3.75	3.71	4.2	1.44	5.87	0.4	0.5	0.96	0.67
chr1	117907000	117908000	7.24	4.29	1.87	1.56	5.07	0.75	0.38	0.96	0.71
chr1	117908000	117909000	1.22	0.53	0.97	2.28	1.44	0.95	0.25	0.89	0.8
chr1	117909000	117910000	0.61	0.58	0.59	0.36	0.56	0.22	0.42	0.26	0.36
chr1	117910000	117911000	0.57	0.38	0.78	0.3	0.21	0.66	0.3	0.26	0.21
chr1	117911000	117912000	0.66	0.37	0.33	0.24	0.36	0.22	0.29	0.28	0.33
chr1	117912000	117913000	0.68	0.23	0.44	0.24	0.29	0.21	0.51	0.42	0.31
chr1	117913000	117914000	0.62	0.18	0.57	0.17	0.55	0.22	0.57	0.21	0.51
chr1	117914000	117915000	0.22	0.35	0.36	0.18	0.58	0.53	0.27	0.45	0.32
chr1	117915000	117916000	0.25	0.06	0.36	0.06	0.3	0.22	0.67	0.38	0.48
chr1	117916000	117917000	0.12	0.06	0.41	0.35	0.71	0.53	0.6	0.29	0.26
chr1	117917000	117918000	0.35	0.06	0.33	0.0	0.09	0.77	0.31	0.81	0.37
chr1	117918000	117919000	0.52	0.12	0.38	0.35	0.67	0.65	0.05	0.49	0.8
chr1	117919000	117920000	0.37	0.11	0.25	0.24	0.53	0.26	0.48	0.48	0.14
chr1	117920000	117921000	0.62	0.3	0.32	0.18	0.64	0.78	0.29	0.42	0.34
chr1	117921000	117922000	0.37	0.36	0.37	0.41	0.29	1.18	0.3	0.38	0.64
chr1	117922000	117923000	0.24	0.11	0.22	0.05	0.24	0.45	0.12	0.34	0.38
chr1	117923000	117924000	0.47	0.12	0.65	0.6	0.5	0.16	0.2	0.21	0.23
chr1	117924000	117925000	1.96	1.35	0.94	1.33	1.69	0.5	0.2	0.05	0.24
chr1	117925000	117926000	1.26	1.2	1.02	1.59	1.84	0.55	0.29	0.27	0.05
chr1	117926000	117927000	3.26	3.03	1.92	2.55	1.14	1.23	0.68	0.89	0.58
chr1	117927000	117928000	2.85	3.31	1.39	2.62	2.1	0.74	0.42	1.74	1.23
chr1	117928000	117929000	3.25	3.35	4.6	2.92	2.73	0.51	0.46	1.36	0.85
chr1	117929000	117930000	1.63	1.2	20.62	4.44	14.11	1.05	2.51	1.31	1.34
chr1	117930000	117931000	7.83	4.8	8.93	8.85	9.51	1.46	1.59	0.85	0.84
chr1	117931000	117932000	14.77	9.38	3.28	6.19	3.97	0.98	0.41	0.91	0.5
chr1	117932000	117933000	16.76	9.46	2.87	7.36	3.45	0.62	0.31	0.95	0.61
chr1	117933000	117934000	1.71	1.39	2.0	4.19	2.07	0.52	0.34	0.51	0.4
chr1	117934000	117935000	4.71	3.35	1.72	2.98	1.85	0.35	0.55	0.85	0.47
chr1	117935000	117936000	3.75	2.99	0.74	2.52	1.94	0.22	0.32	0.68	0.31
chr1	117936000	117937000	3.76	2.08	1.12	3.27	1.89	0.66	0.15	0.79	0.85
chr1	117937000	117938000	5.31	3.02	3.14	2.49	3.98	0.31	0.25	0.67	0.58
chr1	117938000	117939000	1.69	1.14	6.0	2.34	10.6	0.61	0.78	0.42	0.26
chr1	117939000	117940000	0.48	0.53	0.42	0.48	0.84	0.49	0.89	0.32	0.1
chr1	117940000	117941000	0.18	0.12	0.23	0.18	0.29	0.22	0.38	0.6	0.26
chr1	117941000	117942000	0.0	0.0	0.09	0.06	0.47	0.69	0.39	0.57	0.4
chr1	117942000	117943000	0.0	0.06	0.35	0.16	0.1	0.5	0.32	0.31	0.31
chr1	117943000	117944000	0.06	0.06	0.29	0.48	0.22	0.32	0.29	0.47	0.6
chr1	117944000	117945000	0.24	0.17	0.42	0.24	0.33	0.72	0.33	0.47	0.34
chr1	117945000	117946000	0.34	0.07	0.81	0.3	0.44	0.78	0.61	0.43	0.43
chr1	117946000	117947000	0.17	0.28	0.6	0.15	0.33	0.35	0.36	0.12	0.54
chr1	117947000	117948000	0.37	0.12	0.9	0.12	0.75	0.02	0.1	0.7	0.81
chr1	117948000	117949000	0.32	0.22	0.71	0.42	0.74	0.6	0.22	0.32	0.2
chr1	117949000	117950000	0.79	0.25	0.37	0.12	0.54	0.01	0.36	0.2	0.21
chr1	117950000	117951000	0.23	0.33	0.41	0.12	0.24	0.54	0.37	0.43	0.26
chr1	117951000	117952000	0.29	0.18	0.24	0.41	0.32	0.29	0.42	0.42	0.32
chr1	117952000	117953000	0.0	0.29	0.6	0.77	0.56	0.22	0.3	0.45	0.33
chr1	117953000	117954000	0.41	0.42	0.59	0.95	1.86	0.76	0.32	0.41	0.3
chr1	117954000	117955000	1.48	0.44	1.19	0.29	1.27	0.55	0.37	0.68	0.41
chr1	117955000	117956000	4.83	2.91	1.09	0.06	1.63	0.6	0.46	0.71	0.48
chr1	117956000	117957000	5.49	3.47	1.23	0.47	0.81	1.08	0.56	0.65	0.57
chr1	117957000	117958000	3.65	2.84	2.82	1.81	3.13	0.26	0.39	0.67	0.36
chr1	117958000	117959000	5.47	2.82	3.44	1.31	2.05	0.41	0.46	0.4	0.6
chr1	117959000	117960000	2.74	1.76	2.05	1.45	1.2	0.35	0.23	0.59	0.66
chr1	117960000	117961000	1.39	1.45	2.23	0.77	3.33	0.33	0.56	0.49	0.62
chr1	117961000	117962000	5.11	3.04	2.05	1.37	1.42	0.33	0.27	0.27	0.54
chr1	117962000	117963000	4.85	2.66	1.38	1.38	2.06	0.65	0.23	0.63	0.53
chr1	117963000	117964000	0.81	0.91	1.51	1.22	2.46	0.11	0.43	0.45	0.24
chr1	117964000	117965000	1.42	0.78	1.83	1.09	3.41	0.75	0.21	0.71	0.25
chr1	117965000	117966000	1.78	1.34	1.57	1.28	2.53	1.22	0.6	0.61	0.63
chr1	117966000	117967000	1.76	0.89	1.46	0.36	1.03	1.32	0.32	0.22	0.31
chr1	117967000	117968000	0.78	0.38	2.92	1.08	1.95	0.85	0.21	0.47	0.46
chr1	117968000	117969000	2.13	1.71	2.36	0.82	1.85	0.24	0.57	0.47	0.56
chr1	117969000	117970000	0.58	0.48	1.05	0.37	1.23	0.22	0.25	0.36	0.38
chr1	117970000	117971000	0.39	0.46	0.94	0.53	1.04	0.11	0.41	0.79	0.65
chr1	117971000	117972000	0.18	0.04	0.8	0.94	1.32	0.44	0.42	0.31	0.35
chr1	117972000	117973000	0.0	0.2	0.53	0.42	0.76	0.44	0.54	0.75	0.48
chr1	117973000	117974000	0.36	0.05	0.29	0.24	0.47	1.02	0.36	0.36	0.22
chr1	117974000	117975000	0.12	0.11	0.42	0.12	0.83	0.51	0.51	0.53	0.3
chr1	117975000	117976000	0.18	0.22	0.54	0.06	0.43	0.53	0.41	0.76	0.37
chr1	117976000	117977000	0.06	0.06	0.47	0.35	0.3	0.78	0.51	0.57	0.32
chr1	117977000	117978000	0.06	0.06	0.18	0.24	0.47	0.87	0.31	0.22	0.51
chr1	117978000	117979000	0.17	0.06	0.54	0.12	0.55	0.88	0.43	0.56	0.66
chr1	117979000	117980000	0.24	0.06	0.34	0.12	0.65	0.66	0.26	0.44	0.77
chr1	117980000	117981000	0.06	0.12	0.25	0.23	0.73	0.76	0.12	0.44	0.53
chr1	117981000	117981048	0.0	0.0	1.375	0.0	1.375	1.0	0.8333333333333334	0.0	0.7916666666666666
chr1	166800366	166801000	0.0	0.0	0.0946372239747634	0.0	0.5205047318611987	0.0	0.0	0.07886435331230283	0.0
chr1	166801000	166802000	0.0	0.0	0.06	0.06	0.21	0.18	0.05	0.0	0.0
chr1	166802000	166803000	0.06	0.0	0.0	0.0	0.0	0.25	0.0	0.03	0.05
chr1	166803000	166804000	0.06	0.05	0.12	0.12	0.33	0.33	0.1	0.18	0.21
chr1	166804000	166805000	0.0	0.0	0.28	0.12	0.27	0.33	0.31	0.59	0.71
chr1	166805000	166806000	0.06	0.0	0.18	0.17	0.16	0.0	0.26	0.15	0.37
chr1	166806000	166807000	0.0	0.01	0.1	0.0	0.39	0.0	0.16	0.26	0.21
chr1	166807000	166808000	0.12	0.05	0.3	0.12	0.27	0.11	0.31	0.2	0.31
chr1	166807191	166808000	0.14833127317676142	0.0	0.37082818294190356	0.14833127317676142	0.2719406674907293	0.13597033374536466	0.32138442521631644	0.18541409147095178	0.30902348578491967
chr1	166808000	166809000	0.0	0.0	0.22	0.11	0.6	0.3	0.41	0.15	0.17
chr1	166808000	166809000	0.0	0.0	0.22	0.11	0.6	0.3	0.41	0.15	0.17
chr1	166809000	166810000	0.0	0.06	0.4	0.06	0.88	1.36	0.11	0.24	0.4
chr1	166809000	166810000	0.0	0.06	0.4	0.06	0.88	1.36	0.11	0.24	0.4
chr1	166810000	166811000	0.0	0.0	0.24	0.12	0.54	0.49	0.28	0.16	0.21
chr1	166810000	166811000	0.0	0.0	0.24	0.12	0.54	0.49	0.28	0.16	0.21
chr1	166811000	166812000	0.02	0.0	0.12	0.05	1.34	0.65	0.33	0.21	0.1
chr1	166811000	166812000	0.02	0.0	0.12	0.05	1.34	0.65	0.33	0.21	0.1
chr1	166812000	166813000	0.03	0.0	0.19	0.13	1.37	1.01	0.44	0.66	0.59
chr1	166812000	166813000	0.03	0.0	0.19	0.13	1.37	1.01	0.44	0.66	0.59
chr1	166813000	166814000	0.06	0.0	0.5	0.35	0.19	0.43	0.35	0.57	0.21
chr1	166813000	166814000	0.06	0.0	0.5	0.35	0.19	0.43	0.35	0.57	0.21
chr1	166814000	166815000	0.0	0.0	0.36	0.24	0.3	0.67	0.53	0.2	0.41
chr1	166814000	166815000	0.0	0.0	0.36	0.24	0.3	0.67	0.53	0.2	0.41
chr1	166815000	166816000	0.0	0.0	0.3	0.36	0.1	0.21	0.65	0.41	0.11
chr1	166815000	166816000	0.0	0.0	0.3	0.36	0.1	0.21	0.65	0.41	0.11
chr1	166816000	166817000	0.06	0.24	0.54	0.54	0.59	0.22	0.53	0.11	0.16
chr1	166816000	166817000	0.06	0.24	0.54	0.54	0.59	0.22	0.53	0.11	0.16
chr1	166817000	166818000	0.0	0.0	0.53	0.48	0.49	0.53	0.13	0.24	0.2
chr1	166817000	166818000	0.0	0.0	0.53	0.48	0.49	0.53	0.13	0.24	0.2
chr1	166818000	166819000	0.06	0.0	0.18	0.1	0.22	0.45	0.51	0.38	0.25
chr1	166818000	166819000	0.06	0.0	0.18	0.1	0.22	0.45	0.51	0.38	0.25
chr1	166819000	166820000	0.06	0.18	0.36	0.06	0.33	0.22	0.15	0.43	0.36
chr1	166819000	166820000	0.06	0.18	0.36	0.06	0.33	0.22	0.15	0.43	0.36
chr1	166820000	166821000	0.11	0.0	0.24	0.12	0.17	0.43	0.52	0.43	0.39
chr1	166820000	166821000	0.11	0.0	0.24	0.12	0.17	0.43	0.52	0.43	0.39
chr1	166821000	166822000	0.06	0.0	0.18	0.29	0.4	0.44	0.31	0.96	0.53
chr1	166821000	166822000	0.06	0.0	0.18	0.29	0.4	0.44	0.31	0.96	0.53
chr1	166822000	166823000	0.0	0.0	0.53	0.12	0.51	0.11	0.57	0.9	0.53
chr1	166822000	166823000	0.0	0.0	0.53	0.12	0.51	0.11	0.57	0.9	0.53
chr1	166823000	166824000	0.11	0.0	0.25	0.18	0.22	0.72	0.48	0.8	0.85
chr1	166823000	166824000	0.11	0.0	0.25	0.18	0.22	0.72	0.48	0.8	0.85
chr1	166824000	166825000	0.0	0.0	0.23	0.12	0.11	0.45	0.19	0.56	0.49
chr1	166824000	166825000	0.0	0.0	0.23	0.12	0.11	0.45	0.19	0.56	0.49
chr1	166825000	166826000	0.12	0.18	0.35	0.07	0.03	0.99	0.5	0.63	0.56
chr1	166825000	166826000	0.12	0.18	0.35	0.07	0.03	0.99	0.5	0.63	0.56
chr1	166826000	166827000	0.0	0.06	0.5	0.29	0.52	1.15	0.56	0.86	0.71
chr1	166826000	166827000	0.0	0.06	0.5	0.29	0.52	1.15	0.56	0.86	0.71
chr1	166827000	166828000	0.0	0.01	0.39	0.53	1.08	0.26	0.2	0.4	0.33
chr1	166827000	166828000	0.0	0.01	0.39	0.53	1.08	0.26	0.2	0.4	0.33
chr1	166828000	166829000	0.06	0.05	0.27	0.12	0.52	0.43	0.28	0.68	0.46
chr1	166828000	166829000	0.06	0.05	0.27	0.12	0.52	0.43	0.28	0.68	0.46
chr1	166829000	166830000	0.0	0.12	0.33	0.24	1.06	0.54	0.24	0.72	0.27
chr1	166829000	166830000	0.0	0.12	0.33	0.24	1.06	0.54	0.24	0.72	0.27
chr1	166830000	166831000	0.12	0.0	0.22	0.17	1.04	0.21	0.2	0.51	0.25
chr1	166830000	166831000	0.12	0.0	0.22	0.17	1.04	0.21	0.2	0.51	0.25
chr1	166831000	166832000	0.06	0.0	0.71	0.48	0.84	0.11	0.4	0.21	0.37
chr1	166831000	166832000	0.06	0.0	0.71	0.48	0.84	0.11	0.4	0.21	0.37
chr1	166832000	166833000	0.11	0.24	0.7	0.59	1.02	0.55	0.55	0.65	0.71
chr1	166832000	166833000	0.11	0.24	0.7	0.59	1.02	0.55	0.55	0.65	0.71
chr1	166833000	166834000	0.12	0.06	0.36	0.31	1.37	0.66	0.36	0.83	0.55
chr1	166833000	166834000	0.12	0.06	0.36	0.31	1.37	0.66	0.36	0.83	0.55
chr1	166834000	166835000	0.3	0.12	0.79	0.68	1.19	0.67	0.71	0.79	0.65
chr1	166834000	166835000	0.3	0.12	0.79	0.68	1.19	0.67	0.71	0.79	0.65
chr1	166835000	166836000	0.41	0.65	1.14	0.69	2.03	0.63	0.66	0.76	0.64
chr1	166835000	166836000	0.41	0.65	1.14	0.69	2.03	0.63	0.66	0.76	0.64
chr1	166836000	166837000	1.28	0.74	2.21	0.52	1.91	0.26	0.54	0.45	0.67
chr1	166836000	166837000	1.28	0.74	2.21	0.52	1.91	0.26	0.54	0.45	0.67
chr1	166837000	166838000	0.85	1.17	1.67	0.89	2.45	0.36	0.38	0.26	0.52
chr1	166837000	166838000	0.85	1.17	1.67	0.89	2.45	0.36	0.38	0.26	0.52
chr1	166838000	166839000	2.88	1.86	26.09	12.63	39.73	0.26	3.86	2.05	1.65
chr1	166838000	166839000	2.88	1.86	26.09	12.63	39.73	0.26	3.86	2.05	1.65
chr1	166839000	166840000	0.18	0.55	13.86	11.88	15.05	0.11	1.78	2.83	1.62
chr1	166839000	166840000	0.18	0.55	13.86	11.88	15.05	0.11	1.78	2.83	1.62
chr1	166840000	166841000	12.17	8.43	19.91	12.83	28.87	0.53	3.48	2.51	1.63
chr1	166840000	166841000	12.17	8.43	19.91	12.83	28.87	0.53	3.48	2.51	1.63
chr1	166841000	166842000	23.45	18.32	20.03	13.86	26.23	0.79	5.77	3.9	2.67
chr1	166841000	166842000	23.45	18.32	20.03	13.86	26.23	0.79	5.77	3.9	2.67
chr1	166842000	166843000	12.16	9.61	11.42	13.93	16.41	1.01	3.02	3.3	2.69
chr1	166842000	166843000	12.16	9.61	11.42	13.93	16.41	1.01	3.02	3.3	2.69
chr1	166843000	166844000	9.74	8.63	7.56	12.05	10.07	0.77	2.7	4.19	3.13
chr1	166843000	166844000	9.74	8.63	7.56	12.05	10.07	0.77	2.7	4.19	3.13
chr1	166844000	166845000	13.37	10.11	14.59	11.82	19.03	0.58	2.94	5.1	4.12
chr1	166844000	166845000	13.37	10.11	14.59	11.82	19.03	0.58	2.94	5.1	4.12
chr1	166845000	166846000	4.15	4.13	11.88	9.99	23.4	0.66	3.03	2.06	2.22
chr1	166845000	166846000	4.15	4.13	11.88	9.99	23.4	0.66	3.03	2.06	2.22
chr1	166846000	166847000	5.58	3.33	21.42	3.64	22.79	0.77	3.22	0.6	0.23
chr1	166846000	166847000	5.58	3.33	21.42	3.64	22.79	0.77	3.22	0.6	0.23
chr1	166847000	166848000	5.52	4.64	2.45	3.27	3.69	0.55	0.47	0.33	0.13
chr1	166847000	166848000	5.52	4.64	2.45	3.27	3.69	0.55	0.47	0.33	0.13
chr1	166848000	166849000	5.26	4.61	4.03	3.07	5.8	0.44	0.67	0.77	0.54
chr1	166848000	166849000	5.26	4.61	4.03	3.07	5.8	0.44	0.67	0.77	0.54
chr1	166849000	166850000	4.91	4.41	13.13	10.72	18.7	0.33	2.26	1.97	1.27
chr1	166849000	166850000	4.91	4.41	13.13	10.72	18.7	0.33	2.26	1.97	1.27
chr1	166850000	166851000	16.32	15.71	16.08	11.99	33.63	0.22	3.7	1.12	1.17
chr1	166850000	166851000	16.32	15.71	16.08	11.99	33.63	0.22	3.7	1.12	1.17
chr1	166851000	166852000	14.5	12.12	21.3	11.65	33.75	0.59	3.0	1.28	0.49
chr1	166851000	166852000	14.5	12.12	21.3	11.65	33.75	0.59	3.0	1.28	0.49
chr1	166852000	166853000	5.58	4.83	10.72	4.73	10.6	0.5	0.91	0.33	0.15
chr1	166852000	166853000	5.58	4.83	10.72	4.73	10.6	0.5	0.91	0.33	0.15
chr1	166853000	166854000	5.02	3.95	2.42	2.09	3.24	0.11	0.29	0.46	0.37
chr1	166853000	166854000	5.02	3.95	2.42	2.09	3.24	0.11	0.29	0.46	0.37
chr1	166854000	166855000	5.84	3.86	4.25	1.95	2.88	0.59	0.85	0.67	0.4
chr1	166854000	166855000	5.84	3.86	4.25	1.95	2.88	0.59	0.85	0.67	0.4
chr1	166855000	166856000	7.38	4.32	6.69	2.75	4.07	0.85	0.64	0.31	0.37
chr1	166855000	166856000	7.38	4.32	6.69	2.75	4.07	0.85	0.64	0.31	0.37
chr1	166856000	166857000	3.68	3.61	3.53	1.82	3.66	0.4	0.25	0.46	0.48
chr1	166856000	166857000	3.68	3.61	3.53	1.82	3.66	0.4	0.25	0.46	0.48
chr1	166857000	166858000	4.66	4.07	2.72	3.04	2.13	0.22	0.27	0.63	0.59
chr1	166857000	166858000	4.66	4.07	2.72	3.04	2.13	0.22	0.27	0.63	0.59
chr1	166858000	166859000	7.17	7.46	2.64	5.44	3.21	0.61	0.74	0.84	0.63
chr1	166858000	166859000	7.17	7.46	2.64	5.44	3.21	0.61	0.74	0.84	0.63
chr1	166859000	166860000	5.14	5.47	8.97	5.42	12.91	0.55	1.0	0.99	0.74
chr1	166859000	166860000	5.14	5.47	8.97	5.42	12.91	0.55	1.0	0.99	0.74
chr1	166860000	166861000	1.38	1.02	5.28	2.37	5.45	0.93	0.57	0.21	0.41
chr1	166860000	166861000	1.38	1.02	5.28	2.37	5.45	0.93	0.57	0.21	0.41
chr1	166861000	166862000	0.95	0.42	2.78	2.12	2.07	0.31	0.17	0.6	0.57
chr1	166861000	166862000	0.95	0.42	2.78	2.12	2.07	0.31	0.17	0.6	0.57
chr1	166862000	166863000	0.93	0.83	1.02	1.7	1.19	0.44	0.05	0.36	0.18
chr1	166862000	166863000	0.93	0.83	1.02	1.7	1.19	0.44	0.05	0.36	0.18
chr1	166863000	166864000	0.89	0.92	0.65	0.89	0.64	0.33	0.37	0.43	0.67
chr1	166863000	166864000	0.89	0.92	0.65	0.89	0.64	0.33	0.37	0.43	0.67
chr1	166864000	166865000	0.59	0.81	0.6	0.26	0.85	0.32	0.54	0.82	0.45
chr1	166864000	166865000	0.59	0.81	0.6	0.26	0.85	0.32	0.54	0.82	0.45
chr1	166865000	166866000	0.23	0.32	0.54	0.23	0.39	0.59	0.31	0.58	0.39
chr1	166865000	166866000	0.23	0.32	0.54	0.23	0.39	0.59	0.31	0.58	0.39
chr1	166866000	166867000	0.17	0.18	0.29	3.2	0.33	0.6	0.45	0.45	0.27
chr1	166866000	166867000	0.17	0.18	0.29	3.2	0.33	0.6	0.45	0.45	0.27
chr1	166867000	166868000	0.38	0.5	3.83	1.82	5.87	0.53	0.33	0.98	0.5
chr1	166867000	166868000	0.38	0.5	3.83	1.82	5.87	0.53	0.33	0.98	0.5
chr1	166868000	166869000	0.74	0.94	5.96	2.31	10.4	0.51	0.45	1.21	1.1
chr1	166868000	166869000	0.74	0.94	5.96	2.31	10.4	0.51	0.45	1.21	1.1
chr1	166869000	166870000	1.3	0.69	2.61	2.11	2.16	0.44	0.48	0.8	0.66
chr1	166869000	166870000	1.3	0.69	2.61	2.11	2.16	0.44	0.48	0.8	0.66
chr1	166870000	166871000	1.21	1.14	3.02	2.49	1.9	0.59	0.48	0.97	0.66
chr1	166870000	166871000	1.21	1.14	3.02	2.49	1.9	0.59	0.48	0.97	0.66
chr1	166871000	166872000	1.59	1.07	2.47	2.43	1.88	0.07	0.3	0.5	0.77
chr1	166871000	166872000	1.59	1.07	2.47	2.43	1.88	0.07	0.3	0.5	0.77
chr1	166872000	166873000	1.0	0.79	0.62	0.64	1.33	0.36	0.4	0.9	0.19
chr1	166872000	166873000	1.0	0.79	0.62	0.64	1.33	0.36	0.4	0.9	0.19
chr1	166873000	166874000	0.67	0.57	0.83	0.88	0.77	0.51	0.32	0.58	0.53
chr1	166873000	166874000	0.67	0.57	0.83	0.88	0.77	0.51	0.32	0.58	0.53
chr1	166874000	166875000	1.07	1.53	6.64	0.49	9.1	0.43	1.14	0.58	0.39
chr1	166874000	166875000	1.07	1.53	6.64	0.49	9.1	0.43	1.14	0.58	0.39
chr1	166875000	166876000	1.61	1.14	14.01	5.93	20.66	0.46	1.93	1.19	0.9
chr1	166875000	166876000	1.61	1.14	14.01	5.93	20.66	0.46	1.93	1.19	0.9
chr1	166876000	166877000	0.6	0.18	7.94	6.72	5.96	0.39	1.1	1.77	1.02
chr1	166876000	166877000	0.6	0.18	7.94	6.72	5.96	0.39	1.1	1.77	1.02
chr1	166877000	166878000	0.0	0.0	0.36	4.82	0.44	0.48	0.15	1.03	0.98
chr1	166877000	166878000	0.0	0.0	0.36	4.82	0.44	0.48	0.15	1.03	0.98
chr1	166878000	166879000	0.0	0.0	0.11	0.06	0.11	0.22	0.1	0.05	0.14
chr1	166878000	166879000	0.0	0.0	0.11	0.06	0.11	0.22	0.1	0.05	0.14
chr1	166879000	166880000	0.06	0.06	0.24	0.21	0.38	0.44	0.3	0.17	0.1
chr1	166879000	166880000	0.06	0.06	0.24	0.21	0.38	0.44	0.3	0.17	0.1
chr1	166880000	166881000	0.0	0.0	0.09	0.15	0.47	0.11	0.27	0.28	0.06
